MGI Accession ID,Marker Symbol,EntrezGene ID,Ensembl Gene ID,HomoloGene ID
MGI:99463,Pigh,110417,ENSMUSG00000021120,3361
MGI:99464,Ppib-rs1,null,null,null
MGI:99465,Ppib-rs2,null,null,null
MGI:99466,Sct,20287,ENSMUSG00000038580,134323
MGI:99469,Ybx1-ps1,null,null,null
MGI:99470,Dnajc2,22791,ENSMUSG00000029014,31656
MGI:99473,Arrb1,109689,ENSMUSG00000018909,2981
MGI:99474,Arrb2,216869,ENSMUSG00000060216,3183
MGI:99476,Abhd16a,193742,ENSMUSG00000007036,10904
MGI:99478,Cckar,12425,ENSMUSG00000029193,37337
MGI:99479,Cckbr,12426,ENSMUSG00000030898,7258
MGI:99480,Cebpa,12606,ENSMUSG00000034957,3211
MGI:99481,F11,109821,ENSMUSG00000031645,86654
MGI:99484,Chuk,12675,ENSMUSG00000025199,979
MGI:99486,Clcn5,12728,ENSMUSG00000004317,73872
MGI:99495,Brd2,14312,ENSMUSG00000024335,74540
MGI:99499,Dsg3,13512,ENSMUSG00000056632,55513
MGI:99500,Ephx2,13850,ENSMUSG00000022040,37558
MGI:99501,Fgb,110135,ENSMUSG00000033831,3772
MGI:99502,Ltbp2,16997,ENSMUSG00000002020,369
MGI:99510,Tmsb4x,19241,ENSMUSG00000049775,116060
MGI:99511,Ptpn11,19247,ENSMUSG00000043733,2122
MGI:99512,Ccl7,20306,ENSMUSG00000035373,133974
MGI:99513,Cavin2,20324,ENSMUSG00000045954,3422
MGI:99514,shmy,null,null,null
MGI:99515,Syk,20963,ENSMUSG00000021457,2390
MGI:99516,Tnr,21960,ENSMUSG00000015829,124416
MGI:99517,Hspa1b,15511,ENSMUSG00000090877,133785
MGI:99518,Tcra-V12,null,null,null
MGI:99519,Tcra-V16,null,null,null
MGI:99520,Tcra-V17,null,null,null
MGI:99521,Tcra-V18,null,null,null
MGI:99522,Tcra-V19,null,null,null
MGI:99523,Prdx1,18477,ENSMUSG00000028691,99789
MGI:99526,Ddx19a,13680,ENSMUSG00000015023,5240
MGI:99528,Rn5s-ps1,19805,null,null
MGI:99529,Cd63,12512,ENSMUSG00000025351,37526
MGI:99532,Mef2a,17258,ENSMUSG00000030557,4080
MGI:99533,Mef2d,17261,ENSMUSG00000001419,4327
MGI:99534,Cntn3,18488,ENSMUSG00000030075,7461
MGI:99535,Ptgir,19222,ENSMUSG00000043017,7496
MGI:99537,Rabggtb,19352,ENSMUSG00000038975,3371
MGI:99538,Acsm3,20216,ENSMUSG00000030935,74559
MGI:99540,Tal2,21350,ENSMUSG00000028417,3954
MGI:99542,Usf1,22278,ENSMUSG00000026641,31426
MGI:99543,Slx,664829,ENSMUSG00000095063,134350
MGI:99546,Iglc1,110785,ENSMUSG00000105906,null
MGI:99547,Iglc2,110786,ENSMUSG00000076937,null
MGI:99548,Iglv2,110612,ENSMUSG00000076940,null
MGI:99549,Gzmm,16904,ENSMUSG00000054206,21099
MGI:99551,Cdh13,12554,ENSMUSG00000031841,20335
MGI:99553,Rnu6-ps3,null,null,null
MGI:99554,Lgals3bp,19039,ENSMUSG00000033880,4067
MGI:99555,Pde4d,238871,ENSMUSG00000021699,null
MGI:99556,Pde4c,110385,ENSMUSG00000031842,20256
MGI:99557,Pde4b,18578,ENSMUSG00000028525,1953
MGI:99558,Pde4a,18577,ENSMUSG00000032177,4520
MGI:99559,Mfap2,17150,ENSMUSG00000060572,1801
MGI:99560,Hoxc13,15422,ENSMUSG00000001655,7770
MGI:99569,S1pr2,14739,ENSMUSG00000043895,3118
MGI:99571,Glp1r,14652,ENSMUSG00000024027,1558
MGI:99572,Gcgr,14527,ENSMUSG00000025127,131
MGI:99578,Drd1,13488,ENSMUSG00000021478,30992
MGI:99579,Defa9,null,null,null
MGI:99580,Defa8,null,null,null
MGI:99581,Defa7,null,null,null
MGI:99582,Defa6,null,null,null
MGI:99583,Defa5,13239,ENSMUSG00000074439,113382
MGI:99584,Defa4,null,null,null
MGI:99585,Defa16,null,null,null
MGI:99586,Defa15,null,null,null
MGI:99587,Defa14,null,null,null
MGI:99588,Defa13,null,null,null
MGI:99589,Defa12,null,null,null
MGI:99590,Defa11,null,null,null
MGI:99591,Defa10,null,null,null
MGI:99592,Defa-rs2,null,null,null
MGI:99594,C4bp-ps1,12270,ENSMUSG00000100257,null
MGI:99595,Arf2,11841,ENSMUSG00000062421,56086
MGI:99596,Aldh5,null,null,null
MGI:99600,Aldh2,11669,ENSMUSG00000029455,55480
MGI:99602,Acan,11595,ENSMUSG00000030607,137204
MGI:99603,Smarca2,67155,ENSMUSG00000024921,2308
MGI:99604,Fgf8,14179,ENSMUSG00000025219,7715
MGI:99605,Cntfr,12804,ENSMUSG00000028444,9619
MGI:99606,Abca2,11305,ENSMUSG00000026944,55590
MGI:99607,Abca1,11303,ENSMUSG00000015243,21130
MGI:99611,Ephb2,13844,ENSMUSG00000028664,37925
MGI:99612,Epha3,13837,ENSMUSG00000052504,21083
MGI:99613,Zap70,22637,ENSMUSG00000026117,839
MGI:99614,Mst1r,19882,ENSMUSG00000032584,1835
MGI:99632,Kcnb2,98741,ENSMUSG00000092083,31263
MGI:99633,Ir9,null,null,null
MGI:99637,Gtpc,null,null,null
MGI:99638,Mark2,13728,ENSMUSG00000024969,69013
MGI:99654,Epha5,13839,ENSMUSG00000029245,55824
MGI:99655,Prdm1,12142,ENSMUSG00000038151,925
MGI:99659,Ryr1,20190,ENSMUSG00000030592,68069
MGI:99660,Pola1,18968,ENSMUSG00000006678,6802
MGI:99662,Zfp62,22720,ENSMUSG00000046311,40686
MGI:99663,Zfp61,22719,ENSMUSG00000050605,74923
MGI:99665,Syt3,20981,ENSMUSG00000030731,9617
MGI:99666,Syt2,20980,ENSMUSG00000026452,22516
MGI:99667,Syt1,20979,ENSMUSG00000035864,4122
MGI:99668,Siglec1,20612,ENSMUSG00000027322,124458
MGI:99670,Dmtn,13829,ENSMUSG00000022099,1496
MGI:99671,clf2,null,null,null
MGI:99673,Adcy5,224129,ENSMUSG00000022840,11213
MGI:99674,Adcy4,104110,ENSMUSG00000022220,23149
MGI:99675,Adcy3,104111,ENSMUSG00000020654,2978
MGI:99676,Adcy2,210044,ENSMUSG00000021536,75133
MGI:99677,Adcy1,432530,ENSMUSG00000020431,41419
MGI:99678,Actn3,11474,ENSMUSG00000006457,862
MGI:99679,Tel-rs3,null,null,null
MGI:99680,Tel-rs2,null,null,null
MGI:99682,Tmbim6,110213,ENSMUSG00000023010,2419
MGI:99683,Ptk6,20459,ENSMUSG00000038751,68494
MGI:99684,Ryr3,20192,ENSMUSG00000057378,68151
MGI:99685,Ryr2,20191,ENSMUSG00000021313,37423
MGI:99686,Rpl29-ps1,19945,ENSMUSG00000090095,null
MGI:99687,Rpl29,19944,ENSMUSG00000048758,136501
MGI:99688,Rnrc,null,null,null
MGI:99689,Rnrb,null,null,null
MGI:99690,Pola2,18969,ENSMUSG00000024833,48121
MGI:99692,Mt4,17752,ENSMUSG00000031757,136090
MGI:99693,Ink76,null,null,null
MGI:99694,Rasgrf1,19417,ENSMUSG00000032356,74972
MGI:99695,Cttn,13043,ENSMUSG00000031078,3834
MGI:99698,Clock,12753,ENSMUSG00000029238,3603
MGI:99699,Cenpc-ps1,null,null,null
MGI:99700,Cenpc1,12617,ENSMUSG00000029253,1371
MGI:99701,Cdc25b,12531,ENSMUSG00000027330,41451
MGI:99702,Bax,12028,ENSMUSG00000003873,7242
MGI:99705,Tpm3-rs7,621054,ENSMUSG00000058126,null
MGI:99709,Tpm3-rs3,110376,null,null
MGI:99710,Tpm3-rs2,625912,ENSMUSG00000080175,null
MGI:99712,Tcra-V8.5,null,null,null
MGI:99713,Tcra-V8.4,null,null,null
MGI:99714,Tcra-V8.3,null,null,null
MGI:99715,Tcra-V8.2,null,null,null
MGI:99716,Tcra-V8.1,null,null,null
MGI:99717,Tcra-V7.3,null,null,null
MGI:99718,Tcra-V7.2,null,null,null
MGI:99719,Tcra-V7.1,null,null,null
MGI:99720,Tcra-V5.7,null,null,null
MGI:99721,Tcra-V5.6,null,null,null
MGI:99722,Tcra-V5.5,null,null,null
MGI:99723,Tcra-V5.4,null,null,null
MGI:99724,Tcra-V5.3,null,null,null
MGI:99725,Tcra-V5.2,null,null,null
MGI:99726,Tcra-V5.1,null,null,null
MGI:99727,Tcra-V4.9,null,null,null
MGI:99728,Tcra-V4.8,null,null,null
MGI:99729,Tcra-V4.7,null,null,null
MGI:99730,Tcra-V4.6,null,null,null
MGI:99731,Tcra-V4.5,null,null,null
MGI:99732,Tcra-V4.4,null,null,null
MGI:99733,Tcra-V4.3,null,null,null
MGI:99734,Tcra-V4.2,null,null,null
MGI:99735,Tcra-V4.11,null,null,null
MGI:99736,Tcra-V4.10,null,null,null
MGI:99737,Tcra-V4.1,null,null,null
MGI:99738,Tcra-V3.6,null,null,null
MGI:99739,Tcra-V3.5,null,null,null
MGI:99740,Tcra-V3.4,null,null,null
MGI:99741,Tcra-V3.3,null,null,null
MGI:99742,Tcra-V3.2,null,null,null
MGI:99743,Tcra-V3.1,null,null,null
MGI:99744,Tcra-V2.3,null,null,null
MGI:99745,Tcra-V2.2,null,null,null
MGI:99746,Tcra-V2.1,null,null,null
MGI:99747,Tcra-V19.2,null,null,null
MGI:99748,Tcra-V19.1,null,null,null
MGI:99749,Tcra-V15.3,null,null,null
MGI:99750,Tcra-V15.2,null,null,null
MGI:99751,Tcra-V15.1,null,null,null
MGI:99752,Tcra-V12.3,null,null,null
MGI:99753,Tcra-V12.2,null,null,null
MGI:99754,Tcra-V12.1,null,null,null
MGI:99755,Tcra-V11.6,null,null,null
MGI:99756,Tcra-V11.5,null,null,null
MGI:99757,Tcra-V11.4,null,null,null
MGI:99758,Tcra-V11.3,null,null,null
MGI:99759,Tcra-V11.2,null,null,null
MGI:99760,Tcra-V11.1,null,null,null
MGI:99761,Tcra-V10.6,null,null,null
MGI:99762,Tcra-V10.5,null,null,null
MGI:99763,Tcra-V10.4,null,null,null
MGI:99764,Tcra-V10.3,null,null,null
MGI:99765,Tcra-V10.2,null,null,null
MGI:99766,Tcra-V10.1,null,null,null
MGI:99767,Tcra-V1.9,null,null,null
MGI:99768,Tcra-V1.8,null,null,null
MGI:99769,Tcra-V1.7,null,null,null
MGI:99770,Tcra-V1.6,null,null,null
MGI:99771,Tcra-V1.5,null,null,null
MGI:99772,Tcra-V1.4,null,null,null
MGI:99773,Tcra-V1.3,null,null,null
MGI:99774,Tcra-V1.2,null,null,null
MGI:99775,Tcra-V1.1,null,null,null
MGI:99777,Hmgn1-rs17,null,null,null
MGI:99778,Gpd2,14571,ENSMUSG00000026827,352
MGI:99779,Chrna7,11441,ENSMUSG00000030525,593
MGI:99780,Kdm5d,20592,ENSMUSG00000056673,55838
MGI:99781,Kdm5c,20591,ENSMUSG00000025332,79498
MGI:99782,Nt5e,23959,ENSMUSG00000032420,1895
MGI:99783,Lhx1,16869,ENSMUSG00000018698,4068
MGI:99784,l4Rn3,null,null,null
MGI:99785,l4Rn2,null,null,null
MGI:99786,l4Rn1,null,null,null
MGI:99827,baf,null,null,null
MGI:99828,Slc7a2,11988,ENSMUSG00000031596,20659
MGI:99829,Runx2,12393,ENSMUSG00000039153,68389
MGI:99830,Cmpk2,22169,ENSMUSG00000020638,10748
MGI:99832,Sec13,110379,ENSMUSG00000030298,6479
MGI:99833,Rab23,19335,ENSMUSG00000004768,7503
MGI:99835,Otp,18420,ENSMUSG00000021685,7874
MGI:99836,Mug2,17837,ENSMUSG00000030131,136663
MGI:99837,Mug1,17836,ENSMUSG00000059908,136663
MGI:99838,Mug-ps1,17835,ENSMUSG00000101397,null
MGI:99841,Htr7,15566,ENSMUSG00000024798,20244
MGI:99842,Htr1f,15557,ENSMUSG00000050783,37361
MGI:99843,Grb2-ps1,null,null,null
MGI:99844,Gem,14579,ENSMUSG00000028214,38024
MGI:99845,Gdi2,14569,ENSMUSG00000021218,37488
MGI:99846,Gdi1,14567,ENSMUSG00000015291,37487
MGI:99851,Cbfb,12400,ENSMUSG00000031885,11173
MGI:99852,Runx1,12394,ENSMUSG00000022952,1331
MGI:99854,As2-ps1,null,null,null
MGI:99856,Igl-C5,null,null,null
MGI:99870,DXBay18,574405,ENSMUSG00000071745,128534
MGI:99878,Ppm1a,19042,ENSMUSG00000021096,56428
MGI:99879,Prkd1,18760,ENSMUSG00000002688,55680
MGI:99880,Ofa,null,null,null
MGI:99882,Gabpb1-ps1,null,null,null
MGI:99886,Iglc3,110787,ENSMUSG00000105547,null
MGI:99887,Pitpna,18738,ENSMUSG00000017781,55958
MGI:99892,Lama1,16772,ENSMUSG00000032796,21146
MGI:99893,Krt31-ps,null,null,null
MGI:99894,Hnrnpk,15387,ENSMUSG00000021546,81909
MGI:99906,Tie1,21846,ENSMUSG00000033191,3957
MGI:99907,Plod1,18822,ENSMUSG00000019055,256
MGI:99908,Tnfrsf8,21941,ENSMUSG00000028602,949
MGI:99909,Lama3,16774,ENSMUSG00000024421,18279
MGI:99910,Slc11a1-rs1,null,null,null
MGI:99912,Lama2,16773,ENSMUSG00000019899,37306
MGI:99913,Lamc2,16782,ENSMUSG00000026479,4062
MGI:99914,Lamc1,226519,ENSMUSG00000026478,1724
MGI:99915,Lamb3,16780,ENSMUSG00000026639,191
MGI:99916,Lamb2,16779,ENSMUSG00000052911,1723
MGI:99917,Slc1a3,20512,ENSMUSG00000005360,20882
MGI:99918,Mecp2,17257,ENSMUSG00000031393,3657
MGI:99919,Vcp,269523,ENSMUSG00000028452,5168
MGI:99923,Kcnma1,16531,ENSMUSG00000063142,1693
MGI:99924,Pyy,217212,ENSMUSG00000017311,3066
MGI:99925,Mybl1,17864,ENSMUSG00000025912,32045
MGI:99926,mt-Atp8,17706,ENSMUSG00000064356,5020
MGI:99927,mt-Atp6,17705,ENSMUSG00000064357,5012
MGI:99928,Jak3,16453,ENSMUSG00000031805,181
MGI:99946,Creb3,12913,ENSMUSG00000028466,31375
MGI:99948,Zfhx3,11906,ENSMUSG00000038872,21366
MGI:99949,Loh1,null,null,null
MGI:99951,Mafk,17135,ENSMUSG00000018143,1770
MGI:99953,Gja8,14616,ENSMUSG00000049908,3857
MGI:99954,Ighmbp2,20589,ENSMUSG00000024831,1642
MGI:99957,Loh2,null,null,null
MGI:99959,Tgfbi,21810,ENSMUSG00000035493,37294
MGI:99960,Ewsr1,14030,ENSMUSG00000009079,134632
MGI:99961,Usf2,22282,ENSMUSG00000058239,2527
MGI:101757,Cfl1,12631,ENSMUSG00000056201,99735
MGI:101758,Dcaf8l,18630,ENSMUSG00000035395,137214
MGI:101759,Syt4,20983,ENSMUSG00000024261,7559
MGI:101760,Sfswap,231769,ENSMUSG00000029439,134548
MGI:101761,Hmga2,15364,ENSMUSG00000056758,2602
MGI:101762,Elk3,13713,ENSMUSG00000008398,3833
MGI:101763,Cfl2,12632,ENSMUSG00000062929,129115
MGI:101764,Cdk5r1,12569,ENSMUSG00000048895,31200
MGI:101765,Cdk5,12568,ENSMUSG00000028969,3623
MGI:101766,Ryk,20187,ENSMUSG00000032547,68287
MGI:101768,Mcl1-rs1,null,null,null
MGI:101769,Mcl1,17210,ENSMUSG00000038612,7413
MGI:101770,Bfsp1,12075,ENSMUSG00000027420,922
MGI:101771,Sntb2,20650,ENSMUSG00000041308,4911
MGI:101772,Snta1,20648,ENSMUSG00000027488,2331
MGI:101773,Cd86,12524,ENSMUSG00000022901,10443
MGI:101774,Cd79a,12518,ENSMUSG00000003379,31053
MGI:101775,Cd80,12519,ENSMUSG00000075122,3804
MGI:101776,Lhx4,16872,ENSMUSG00000026468,56497
MGI:101780,Serpine2,20720,ENSMUSG00000026249,21247
MGI:101781,Sntb1,20649,ENSMUSG00000060429,9618
MGI:101782,Scnn1a,20276,ENSMUSG00000030340,811
MGI:101783,Plk4,20873,ENSMUSG00000025758,7962
MGI:101784,Nes,18008,ENSMUSG00000004891,136487
MGI:101785,Mybl2,17865,ENSMUSG00000017861,1847
MGI:101786,Mtf1,17764,ENSMUSG00000028890,4347
MGI:101787,mt-Nd1,17716,ENSMUSG00000064341,5011
MGI:101788,Cisd3,217149,ENSMUSG00000078695,35399
MGI:101789,Lig1,16881,ENSMUSG00000056394,197
MGI:101790,Fabp5,16592,ENSMUSG00000027533,108238
MGI:101791,Isl1,16392,ENSMUSG00000042258,1661
MGI:101793,Dppa5-ps7,null,null,null
MGI:101794,Dppa5-ps6,null,null,null
MGI:101795,Dppa5-ps5,null,null,null
MGI:101796,Dppa5-ps4,null,null,null
MGI:101797,Dppa5-ps3,null,null,null
MGI:101798,Dppa5-ps2,null,null,null
MGI:101799,Dppa5-ps1,null,null,null
MGI:101800,Dppa5a,434423,ENSMUSG00000060461,104905
MGI:101802,F2r,14062,ENSMUSG00000048376,1510
MGI:101805,Gys1,14936,ENSMUSG00000003865,113557
MGI:101813,Coq3,230027,ENSMUSG00000028247,9683
MGI:101815,Fmn1,14260,ENSMUSG00000044042,121778
MGI:101816,Msh2,17685,ENSMUSG00000024151,210
MGI:101825,Tango2,27883,ENSMUSG00000013539,44029
MGI:101826,Dhfr-rs1,null,null,null
MGI:101833,Elk1,13712,ENSMUSG00000009406,3832
MGI:101834,Tubg1,103733,ENSMUSG00000035198,833
MGI:101835,Traf2,22030,ENSMUSG00000026942,22520
MGI:101836,Traf1,22029,ENSMUSG00000026875,4138
MGI:101838,Tbp,21374,ENSMUSG00000014767,2404
MGI:101839,Rpl28,19943,ENSMUSG00000030432,768
MGI:101841,Ppm1b,19043,ENSMUSG00000061130,2027
MGI:101842,Pla2g1b,18778,ENSMUSG00000029522,715
MGI:101843,Mug4-ps,434083,ENSMUSG00000108083,null
MGI:101845,Mcm3,17215,ENSMUSG00000041859,1791
MGI:101847,Ifi205,226695,ENSMUSG00000054203,115929
MGI:101848,Gnb5,14697,ENSMUSG00000032192,40714
MGI:101849,Rack1,14694,ENSMUSG00000020372,4446
MGI:101850,Usp45,77593,ENSMUSG00000040455,17674
MGI:101857,Usp15,14479,ENSMUSG00000020124,101542
MGI:101859,Ccser2,72972,ENSMUSG00000058690,10367
MGI:101861,Gcap10,null,null,null
MGI:101863,Aldoc,11676,ENSMUSG00000017390,21073
MGI:101864,Dag1,13138,ENSMUSG00000039952,3234
MGI:101865,Srms,20811,ENSMUSG00000027579,7957
MGI:101875,Thpo,21832,ENSMUSG00000022847,398
MGI:101876,Tead1,21676,ENSMUSG00000055320,2418
MGI:101877,Tcf12,21406,ENSMUSG00000032228,40774
MGI:101878,Ccl8,20307,ENSMUSG00000009185,null
MGI:101879,Ppi-ps5,null,null,null
MGI:101880,Ppi-ps4,null,null,null
MGI:101881,Ppi-ps3,null,null,null
MGI:101882,Ppi-ps2,null,null,null
MGI:101883,Ppi-ps1,null,null,null
MGI:101884,Ppard,19015,ENSMUSG00000002250,4544
MGI:101885,Pou5f1-rs9,null,null,null
MGI:101886,Pou5f1-rs8,null,null,null
MGI:101887,Pou5f1-rs6,null,null,null
MGI:101888,Pou5f1-rs5,null,null,null
MGI:101889,Pou5f1-rs4,null,null,null
MGI:101890,Pou5f1-rs3,null,null,null
MGI:101891,Pou5f1-rs2,null,null,null
MGI:101892,Pou5f1-rs1,null,null,null
MGI:101893,Pou5f1,18999,ENSMUSG00000024406,8422
MGI:101894,Pou3f4,18994,ENSMUSG00000056854,260
MGI:101895,Pou3f2,18992,ENSMUSG00000095139,4095
MGI:101896,Pou3f1,18991,ENSMUSG00000090125,20590
MGI:101897,Pou2f2,18987,ENSMUSG00000008496,55674
MGI:101898,Pou2f1,18986,ENSMUSG00000026565,37658
MGI:101899,Pla2g5,18784,ENSMUSG00000041193,716
MGI:101900,Mmp14,17387,ENSMUSG00000000957,21040
MGI:101901,Klra7,16638,ENSMUSG00000067599,110821
MGI:101902,Klra6,16637,ENSMUSG00000061769,110821
MGI:101903,Klra5,16636,ENSMUSG00000030173,110821
MGI:101904,Klra4,16635,ENSMUSG00000079852,110821
MGI:101905,Klra3,16634,ENSMUSG00000067591,110821
MGI:101906,Klra2,16633,ENSMUSG00000030187,133782
MGI:101907,Klra1,16627,ENSMUSG00000079853,110821
MGI:101908,Gpr3,14748,ENSMUSG00000049649,31303
MGI:101909,Gpr12,14738,ENSMUSG00000041468,3868
MGI:101910,F2rl1,14063,ENSMUSG00000021678,21087
MGI:101911,Dusp2,13537,ENSMUSG00000027368,3255
MGI:101912,Dad1,13135,ENSMUSG00000022174,1027
MGI:101913,Chml,12663,ENSMUSG00000078185,31055
MGI:101914,Calb2,12308,ENSMUSG00000003657,1318
MGI:101916,Fabp7,12140,ENSMUSG00000019874,37880
MGI:101917,Bcap29,12033,ENSMUSG00000020650,22411
MGI:101918,Akr1b7,11997,ENSMUSG00000052131,122176
MGI:101919,Ap1g1,11765,ENSMUSG00000031731,47995
MGI:101920,Ap2a2,11772,ENSMUSG00000002957,5335
MGI:101921,Ap2a1,11771,ENSMUSG00000060279,68997
MGI:101922,Tnc,21923,ENSMUSG00000028364,55636
MGI:101924,Slc12a2,20496,ENSMUSG00000024597,20283
MGI:101925,Krt13,16663,ENSMUSG00000044041,40740
MGI:101926,Dlx5,13395,ENSMUSG00000029755,3825
MGI:101927,Dlx6,13396,ENSMUSG00000029754,87855
MGI:101929,Fabp3-ps1,14074,ENSMUSG00000056366,null
MGI:101931,Slc1a2,20511,ENSMUSG00000005089,3075
MGI:101932,Cpe,12876,ENSMUSG00000037852,48052
MGI:101933,Zfy2-ps1,null,null,null
MGI:101934,Tfdp1,21781,ENSMUSG00000038482,38276
MGI:101935,Snrpe-ps2,null,null,null
MGI:101936,Snrpe-ps1,null,null,null
MGI:101937,Pkib,18768,ENSMUSG00000019876,7474
MGI:101938,Mlh1,17350,ENSMUSG00000032498,208
MGI:101939,Hmgcs2,15360,ENSMUSG00000027875,38066
MGI:101940,Arhgdib,11857,ENSMUSG00000030220,20318
MGI:101941,E2f1,13555,ENSMUSG00000027490,3828
MGI:101945,D0Wsu1e,null,null,null
MGI:101946,Car5a,12352,ENSMUSG00000025317,68200
MGI:101947,Hnrnpd,11991,ENSMUSG00000000568,22410
MGI:101948,Wnt11,22411,ENSMUSG00000015957,20970
MGI:101949,Rad52,19365,ENSMUSG00000030166,31118
MGI:101950,Calcr,12311,ENSMUSG00000023964,1320
MGI:102462,Slc9a1,20544,ENSMUSG00000028854,20660
MGI:102463,Nfatc2,18019,ENSMUSG00000027544,7861
MGI:102465,Tex2,21763,ENSMUSG00000040548,32414
MGI:102467,Ptpn14,19250,ENSMUSG00000026604,3941
MGI:102468,Pla2r1,18779,ENSMUSG00000054580,32016
MGI:102469,Nfatc1,18018,ENSMUSG00000033016,32336
MGI:102470,mt-Ty,17747,ENSMUSG00000064350,null
MGI:102471,mt-Tw,17746,ENSMUSG00000064346,null
MGI:102472,mt-Tv,17745,ENSMUSG00000064338,null
MGI:102473,mt-Tt,17744,ENSMUSG00000064371,null
MGI:102474,mt-Ts2,17743,ENSMUSG00000064365,null
MGI:102475,mt-Ts1,17742,ENSMUSG00000064352,null
MGI:102476,mt-Tr,17741,ENSMUSG00000064361,null
MGI:102477,mt-Tq,17740,ENSMUSG00000064343,null
MGI:102478,mt-Tp,17739,ENSMUSG00000064372,null
MGI:102479,mt-Tn,17738,ENSMUSG00000064348,null
MGI:102480,mt-Tm,17737,ENSMUSG00000064344,null
MGI:102481,mt-Tl2,17736,ENSMUSG00000064366,null
MGI:102482,mt-Tl1,17735,ENSMUSG00000064340,null
MGI:102483,mt-Tk,17734,ENSMUSG00000064355,null
MGI:102484,mt-Ti,17733,ENSMUSG00000064342,null
MGI:102485,mt-Th,17732,ENSMUSG00000064364,null
MGI:102486,mt-Tg,17731,ENSMUSG00000064359,null
MGI:102487,mt-Tf,17730,ENSMUSG00000064336,null
MGI:102488,mt-Te,17729,ENSMUSG00000064369,null
MGI:102489,mt-Td,17728,ENSMUSG00000064353,null
MGI:102490,mt-Tc,17727,ENSMUSG00000064349,null
MGI:102491,mt-Ta,17726,ENSMUSG00000064347,null
MGI:102492,mt-Rnr2,17725,ENSMUSG00000064339,null
MGI:102493,mt-Rnr1,17724,ENSMUSG00000064337,null
MGI:102495,mt-Nd6,17722,ENSMUSG00000064368,5022
MGI:102496,mt-Nd5,17721,ENSMUSG00000064367,36212
MGI:102497,mt-Nd4l,17720,ENSMUSG00000065947,5021
MGI:102498,mt-Nd4,17719,ENSMUSG00000064363,38240
MGI:102499,mt-Nd3,17718,ENSMUSG00000064360,5018
MGI:102500,mt-Nd2,17717,ENSMUSG00000064345,5019
MGI:102501,mt-Cytb,17711,ENSMUSG00000064370,5013
MGI:102502,mt-Co3,17710,ENSMUSG00000064358,5014
MGI:102503,mt-Co2,17709,ENSMUSG00000064354,5017
MGI:102504,mt-Co1,17708,ENSMUSG00000064351,5016
MGI:102509,Defa31,13226,ENSMUSG00000074442,113382
MGI:102510,Defa-rs6,null,null,null
MGI:102512,Defa-rs4,null,null,null
MGI:102514,Defa-rs12,null,null,null
MGI:102516,Defa-rs10,null,null,null
MGI:102518,Adam3,11497,ENSMUSG00000031553,69052
MGI:102519,Cst3,13010,ENSMUSG00000027447,78
MGI:102520,Phb2,12034,ENSMUSG00000004264,5263
MGI:102522,Cacnb1,12295,ENSMUSG00000020882,20186
MGI:102523,Pou4f3,18998,ENSMUSG00000024497,2023
MGI:102524,Pou4f2,18997,ENSMUSG00000031688,20959
MGI:102525,Pou4f1,18996,ENSMUSG00000048349,21255
MGI:102532,Rpl7-ps6,null,null,null
MGI:102533,Rpl7-ps5,null,null,null
MGI:102534,Rpl7-ps4,null,null,null
MGI:102535,Rpl7-ps3,null,null,null
MGI:102536,Rpl7-ps2,null,null,null
MGI:102537,Nat3,17962,ENSMUSG00000056426,69026
MGI:102539,Tbx6,21389,ENSMUSG00000030699,3389
MGI:102541,Tbx5,21388,ENSMUSG00000018263,160
MGI:102547,Fau,14109,ENSMUSG00000038274,37562
MGI:102548,Tsc2,22084,ENSMUSG00000002496,462
MGI:102551,Ccnf,12449,ENSMUSG00000072082,1335
MGI:102552,Crisp3,11572,ENSMUSG00000025433,135665
MGI:102553,Crisp1,11571,ENSMUSG00000025431,135665
MGI:102556,Tbx4,21387,ENSMUSG00000000094,7968
MGI:102560,pid,null,null,null
MGI:102563,Dct,13190,ENSMUSG00000022129,1447
MGI:102564,Pou3f3,18993,ENSMUSG00000045515,68509
MGI:102565,Pou2f3,18988,ENSMUSG00000032015,7898
MGI:102567,Nrl,18185,ENSMUSG00000040632,4501
MGI:102570,Ndp,17986,ENSMUSG00000040138,225
MGI:102575,Rps24-ps1,null,null,null
MGI:102579,Nmt1,18107,ENSMUSG00000020936,69027
MGI:102581,Rdh11,17252,ENSMUSG00000066441,100724
MGI:102624,Pchr,null,null,null
MGI:102643,Myh11,17880,ENSMUSG00000018830,128512
MGI:102657,Cdc34,216150,ENSMUSG00000020307,55815
MGI:102663,Kcnd2,16508,ENSMUSG00000060882,40828
MGI:102666,Ppp5c,19060,ENSMUSG00000003099,4550
MGI:102667,Pmp2,18857,ENSMUSG00000052468,20589
MGI:102668,Lcn4,16821,ENSMUSG00000026919,86960
MGI:102669,Lcn3,16820,ENSMUSG00000026936,74958
MGI:102670,Ddx4,13206,ENSMUSG00000021758,49227
MGI:102671,Gm2a-rs1,null,null,null
MGI:102672,Runx3,12399,ENSMUSG00000070691,37914
MGI:102673,Lhx3,16871,ENSMUSG00000026934,7814
MGI:102674,Umod,22242,ENSMUSG00000030963,2522
MGI:102675,Crym,12971,ENSMUSG00000030905,1424
MGI:102676,Abcc1,17250,ENSMUSG00000023088,133779
MGI:102682,Llgl1,16897,ENSMUSG00000020536,31220
MGI:102683,Grb7,14786,ENSMUSG00000019312,3881
