NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
CCDC9B,coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488],null,null,0.30314592
TPCN2,two pore segment channel 2 [Source:HGNC Symbol;Acc:HGNC:20820],null,null,0.3031393
PCDHGA12,"protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]",null,null,0.30309352
ELF2,E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317],null,null,0.30291346
KLF11,Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811],null,null,0.30285656
ZDHHC5,zinc finger DHHC-type containing 5 [Source:HGNC Symbol;Acc:HGNC:18472],null,null,0.30269942
MYL9,myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754],null,null,0.30266535
XRCC5,X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833],null,null,0.30266282
CPNE1,copine 1 [Source:HGNC Symbol;Acc:HGNC:2314],null,null,0.3026234
NEMP1,nuclear envelope integral membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29001],null,null,0.30243585
ATXN7,ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560],null,null,0.3024007
AGXT2,alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412],null,null,0.30233434
BCL2,BCL2 apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990],null,null,0.30226946
TAF9B,TATA-box binding protein associated factor 9b [Source:HGNC Symbol;Acc:HGNC:17306],null,null,0.30214545
PLA2G6,phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039],null,null,0.30211133
KCTD7,potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957],null,null,0.30195487
VPS35,VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487],null,null,0.30182773
PAQR7,progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146],null,null,0.3017701
PTCD1,pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198],null,null,0.30173585
SOD2,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180],null,null,0.30164614
DPF3,double PHD fingers 3 [Source:HGNC Symbol;Acc:HGNC:17427],null,null,0.30142295
TNRC6C,trinucleotide repeat containing adaptor 6C [Source:HGNC Symbol;Acc:HGNC:29318],null,null,0.30123532
SLC1A1,solute carrier family 1 member 1 [Source:HGNC Symbol;Acc:HGNC:10939],null,null,0.3012154
TMEM63C,transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787],null,null,0.30106187
WASHC2C,WASH complex subunit 2C [Source:HGNC Symbol;Acc:HGNC:23414],null,null,0.30092403
PRR16,proline rich 16 [Source:HGNC Symbol;Acc:HGNC:29654],null,null,0.30092177
GLB1L2,galactosidase beta 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25129],null,null,0.3008347
ZKSCAN2,zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677],null,null,0.30076465
DIS3L2,DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648],null,null,0.3005676
SLC6A4,solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050],null,null,0.30050853
PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279],null,null,0.30045575
PON2,paraoxonase 2 [Source:HGNC Symbol;Acc:HGNC:9205],null,null,0.30037156
SETD1B,"SET domain containing 1B, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29187]",null,null,0.30035824
KCNQ1,potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294],null,null,0.30030414
GPR34,G protein-coupled receptor 34 [Source:HGNC Symbol;Acc:HGNC:4490],null,null,0.30026293
HNRNPD,heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036],null,null,0.300244
ECT2,epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155],null,null,0.29992402
TTLL12,tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974],null,null,0.29992083
CDH8,cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767],null,null,0.2999141
BAMBI,BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251],null,null,0.2998517
ZFHX2,zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:20152],null,null,0.29983145
TTC8,tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087],null,null,0.29973364
PKN1,protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405],null,null,0.2996668
SERPINH1,serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546],null,null,0.29956928
PHF2,PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920],null,null,0.29951388
LAMB2,laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487],null,null,0.29940376
TMEM71,transmembrane protein 71 [Source:HGNC Symbol;Acc:HGNC:26572],null,null,0.29906207
ADAM21,ADAM metallopeptidase domain 21 [Source:HGNC Symbol;Acc:HGNC:200],null,null,0.29888698
MANEAL,mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452],null,null,0.29850832
SPRY4,sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533],null,null,0.29844663
HEPACAM2,HEPACAM family member 2 [Source:HGNC Symbol;Acc:HGNC:27364],null,null,0.29840302
FAM171A2,family with sequence similarity 171 member A2 [Source:HGNC Symbol;Acc:HGNC:30480],null,null,0.29839775
TMEM200C,transmembrane protein 200C [Source:HGNC Symbol;Acc:HGNC:37208],null,null,0.29834673
NARF,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916],null,null,0.2982393
XRCC3,X-ray repair cross complementing 3 [Source:HGNC Symbol;Acc:HGNC:12830],null,null,0.29819718
LGI4,leucine rich repeat LGI family member 4 [Source:HGNC Symbol;Acc:HGNC:18712],null,null,0.29816058
DDX25,DEAD-box helicase 25 [Source:HGNC Symbol;Acc:HGNC:18698],null,null,0.29813397
CCDC103,coiled-coil domain containing 103 [Source:HGNC Symbol;Acc:HGNC:32700],null,null,0.2980164
HUNK,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326],null,null,0.29800493
UBE3D,ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381],null,null,0.29799283
SDAD1,SDA1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25537],null,null,0.29784933
IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960],null,null,0.29779932
FYCO1,FYVE and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14673],null,null,0.29766127
STKLD1,serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669],null,null,0.29738024
BLM,BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058],null,null,0.29728627
ZBED4,zinc finger BED-type containing 4 [Source:HGNC Symbol;Acc:HGNC:20721],null,null,0.29724327
TRIM35,tripartite motif containing 35 [Source:HGNC Symbol;Acc:HGNC:16285],null,null,0.2972036
LYNX1,Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604],null,null,0.29700768
CAVIN3,caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400],null,null,0.29693738
FKBP10,FKBP prolyl isomerase 10 [Source:HGNC Symbol;Acc:HGNC:18169],null,null,0.2967365
NRDC,nardilysin convertase [Source:HGNC Symbol;Acc:HGNC:7995],null,null,0.29650465
FAM111A,family with sequence similarity 111 member A [Source:HGNC Symbol;Acc:HGNC:24725],null,null,0.2964268
CCL11,C-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10610],null,null,0.2963387
ACTR1B,actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168],null,null,0.29633006
ITGA5,integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141],null,null,0.2960815
SLC10A7,solute carrier family 10 member 7 [Source:HGNC Symbol;Acc:HGNC:23088],null,null,0.29599434
ACAD11,acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211],null,null,0.2959668
SELPLG,selectin P ligand [Source:HGNC Symbol;Acc:HGNC:10722],null,null,0.2958942
ADAM28,ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206],null,null,0.29588
TRAPPC11,trafficking protein particle complex 11 [Source:HGNC Symbol;Acc:HGNC:25751],null,null,0.29578653
C9orf116,chromosome 9 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28435],null,null,0.29578102
LRRC40,leucine rich repeat containing 40 [Source:HGNC Symbol;Acc:HGNC:26004],null,null,0.2956066
ZNF251,zinc finger protein 251 [Source:HGNC Symbol;Acc:HGNC:13045],null,null,0.29556337
PYGM,"glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]",null,null,0.29545844
TBCEL,tubulin folding cofactor E like [Source:HGNC Symbol;Acc:HGNC:28115],null,null,0.2954539
ZNF839,zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345],null,null,0.29542893
DAAM1,dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142],null,null,0.2953649
NBR1,NBR1 autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746],null,null,0.29507047
TFE3,transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752],null,null,0.29503113
CORIN,"corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]",null,null,0.294975
BMP3,bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:HGNC:1070],null,null,0.29493138
DBNDD1,dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455],null,null,0.2948677
TCF21,transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11632],null,null,0.2946674
ZNF275,zinc finger protein 275 [Source:HGNC Symbol;Acc:HGNC:13069],null,null,0.29466587
ZNF746,zinc finger protein 746 [Source:HGNC Symbol;Acc:HGNC:21948],null,null,0.29463035
ARHGAP21,Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725],null,null,0.29452646
TLE3,"TLE family member 3, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11839]",null,null,0.2944521
MAPKAP1,MAPK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752],null,null,0.29444703
CGGBP1,CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888],null,null,0.29437077
MFSD14A,major facilitator superfamily domain containing 14A [Source:HGNC Symbol;Acc:HGNC:23363],null,null,0.29432195
HS2ST1,heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193],null,null,0.2943017
RASGRP1,RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878],null,null,0.29413527
TFG,trafficking from ER to golgi regulator [Source:HGNC Symbol;Acc:HGNC:11758],null,null,0.2941015
FLYWCH1,FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25404],null,null,0.29401213
NCF2,neutrophil cytosolic factor 2 [Source:HGNC Symbol;Acc:HGNC:7661],null,null,0.29401073
ASIC2,acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99],null,null,0.29390892
ILDR2,immunoglobulin like domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:18131],null,null,0.29385877
OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]",null,null,0.2937017
VAT1,vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919],null,null,0.2936546
FAM131B,family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202],null,null,0.29363066
MN1,"MN1 proto-oncogene, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]",null,null,0.29346964
NFIA,nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784],null,null,0.29340687
KIAA0040,KIAA0040 [Source:HGNC Symbol;Acc:HGNC:28950],null,null,0.29324323
WARS1,tryptophanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12729],null,null,0.2932422
ZNF717,zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448],null,null,0.2932136
STAT5A,signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366],null,null,0.29320225
EGFL6,EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235],null,null,0.29318032
ANKRD6,ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:17280],null,null,0.29317623
TMEM184C,transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587],null,null,0.29300648
FER1L4,fer-1 like family member 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15801],null,null,0.2925677
GPR157,G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687],null,null,0.29254487
PLEKHA2,pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336],null,null,0.29251307
TP53BP2,tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000],null,null,0.29235762
MKNK2,MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111],null,null,0.29213038
NXPE2,neurexophilin and PC-esterase domain family member 2 [Source:HGNC Symbol;Acc:HGNC:26331],null,null,0.29208338
RNF4,ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067],null,null,0.29201865
SLC23A2,solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973],null,null,0.29200068
SUPT16H,"SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]",null,null,0.2918498
TULP1,TUB like protein 1 [Source:HGNC Symbol;Acc:HGNC:12423],null,null,0.29163927
ZNF721,zinc finger protein 721 [Source:HGNC Symbol;Acc:HGNC:29425],null,null,0.29138735
SUSD4,sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470],null,null,0.29136452
ATAD2B,ATPase family AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230],null,null,0.29112548
BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],null,null,0.29102436
BCKDK,branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902],null,null,0.29102293
DHX40,DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018],null,null,0.29101378
RIPK4,receptor interacting serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:496],null,null,0.2909303
AIPL1,aryl hydrocarbon receptor interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:359],null,null,0.29068807
SLC13A3,solute carrier family 13 member 3 [Source:HGNC Symbol;Acc:HGNC:14430],null,null,0.29068378
FGGY,FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610],null,null,0.29051787
ANKRD26,ankyrin repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:29186],null,null,0.29049432
CKM,"creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]",null,null,0.29047963
ARID2,AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037],null,null,0.29045543
DYNLL2,dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596],null,null,0.29043674
FAM214A,family with sequence similarity 214 member A [Source:HGNC Symbol;Acc:HGNC:25609],null,null,0.29042402
MSH6,mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329],null,null,0.2903644
MED13,mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474],null,null,0.2903495
SAP130,Sin3A associated protein 130 [Source:HGNC Symbol;Acc:HGNC:29813],null,null,0.2903282
VWA7,von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939],null,null,0.29027367
MBP,myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925],null,null,0.29015875
FBXO11,F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590],null,null,0.2901139
ZFPM1,"zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]",null,null,0.29001993
PDE10A,phosphodiesterase 10A [Source:HGNC Symbol;Acc:HGNC:8772],null,null,0.28980365
SSR1,signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323],null,null,0.28962073
MEX3A,mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482],null,null,0.2896136
ULBP1,UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893],null,null,0.2895071
PCSK5,proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747],null,null,0.28949505
SENP5,SUMO specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:28407],null,null,0.28946465
THSD1,thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754],null,null,0.28925663
CELF2,CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550],null,null,0.28915867
SMPD4,sphingomyelin phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:32949],null,null,0.28910306
SST,somatostatin [Source:HGNC Symbol;Acc:HGNC:11329],null,null,0.2890797
OPRL1,opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155],null,null,0.2890662
EFNB2,ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227],null,null,0.2890643
NCOA4,nuclear receptor coactivator 4 [Source:HGNC Symbol;Acc:HGNC:7671],null,null,0.2889501
STK33,serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568],null,null,0.28886008
CD36,CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663],null,null,0.2887397
ZNF235,zinc finger protein 235 [Source:HGNC Symbol;Acc:HGNC:12866],null,null,0.28872028
CEP131,centrosomal protein 131 [Source:HGNC Symbol;Acc:HGNC:29511],null,null,0.2887058
MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1 [Source:HGNC Symbol;Acc:HGNC:7455],null,null,0.28840798
FOXQ1,forkhead box Q1 [Source:HGNC Symbol;Acc:HGNC:20951],null,null,0.28839302
TARS3,threonyl-tRNA synthetase 3 [Source:HGNC Symbol;Acc:HGNC:24728],null,null,0.28820524
RUBCN,rubicon autophagy regulator [Source:HGNC Symbol;Acc:HGNC:28991],null,null,0.28785717
PUS10,pseudouridine synthase 10 [Source:HGNC Symbol;Acc:HGNC:26505],null,null,0.28765577
TMED5,transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251],null,null,0.28754407
MLF1,myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125],null,null,0.28739244
ISM1,isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213],null,null,0.2873095
RBM24,RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539],null,null,0.28729767
CSRNP2,cysteine and serine rich nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16006],null,null,0.2872659
WIZ,WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917],null,null,0.28722972
SHMT2,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852],null,null,0.2872207
HDX,highly divergent homeobox [Source:HGNC Symbol;Acc:HGNC:26411],null,null,0.2871071
RFTN1,"raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]",null,null,0.2869363
PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309],null,null,0.28692836
CTNNA1,catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509],null,null,0.28681353
FAN1,FANCD2 and FANCI associated nuclease 1 [Source:HGNC Symbol;Acc:HGNC:29170],null,null,0.28582004
PPP2R2B,protein phosphatase 2 regulatory subunit Bbeta [Source:HGNC Symbol;Acc:HGNC:9305],null,null,0.28563848
S100A5,S100 calcium binding protein A5 [Source:HGNC Symbol;Acc:HGNC:10495],null,null,0.285379
PGM1,phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905],null,null,0.28526324
SERPINE1,serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583],null,null,0.285208
EPB41L5,erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819],null,null,0.28519845
OOSP1,oocyte secreted protein 1 [Source:HGNC Symbol;Acc:HGNC:49233],null,null,0.28508
MSR1,macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376],null,null,0.2850501
SCN3A,sodium voltage-gated channel alpha subunit 3 [Source:HGNC Symbol;Acc:HGNC:10590],null,null,0.28503838
ENPEP,glutamyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:3355],null,null,0.2849561
HAVCR2,hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437],null,null,0.28491184
VWA2,von Willebrand factor A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24709],null,null,0.28484225
HARBI1,harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522],null,null,0.28470808
PIEZO2,piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270],null,null,0.28466198
LIN7C,"lin-7 homolog C, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17789]",null,null,0.2846599
MARCHF1,membrane associated ring-CH-type finger 1 [Source:HGNC Symbol;Acc:HGNC:26077],null,null,0.28445593
PLIN4,perilipin 4 [Source:HGNC Symbol;Acc:HGNC:29393],null,null,0.2843585
PCM1,pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727],null,null,0.28424162
MTM1,myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448],null,null,0.28410527
ARHGEF28,Rho guanine nucleotide exchange factor 28 [Source:HGNC Symbol;Acc:HGNC:30322],null,null,0.2839281
MIA3,MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008],null,null,0.28377983
AMMECR1L,AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658],null,null,0.28352708
CHAD,chondroadherin [Source:HGNC Symbol;Acc:HGNC:1909],null,null,0.28351438
WNT6,Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785],null,null,0.2833791
BCL11B,BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222],null,null,0.28329572
FAM222A,family with sequence similarity 222 member A [Source:HGNC Symbol;Acc:HGNC:25915],null,null,0.28323925
HOXA6,homeobox A6 [Source:HGNC Symbol;Acc:HGNC:5107],null,null,0.28321692
DDX42,DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676],null,null,0.28312734
TGFB2,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768],null,null,0.28294125
EMP2,epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334],null,null,0.28280947
NKX2-3,NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836],null,null,0.28276497
UBOX5,U-box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17777],null,null,0.28252852
CHAF1B,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911],null,null,0.28236046
INTS6,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879],null,null,0.2820771
GABBR2,gamma-aminobutyric acid type B receptor subunit 2 [Source:HGNC Symbol;Acc:HGNC:4507],null,null,0.28202522
ACAD10,acyl-CoA dehydrogenase family member 10 [Source:HGNC Symbol;Acc:HGNC:21597],null,null,0.28201598
ACVR2A,activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173],null,null,0.2819964
CCDC186,coiled-coil domain containing 186 [Source:HGNC Symbol;Acc:HGNC:24349],null,null,0.2819952
TXNDC5,thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073],null,null,0.28195685
TAF2,TATA-box binding protein associated factor 2 [Source:HGNC Symbol;Acc:HGNC:11536],null,null,0.28166384
CABIN1,calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187],null,null,0.28154588
ADGRB2,adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944],null,null,0.28128323
RBP4,retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922],null,null,0.28125098
SIPA1L1,signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284],null,null,0.28124756
LPAR1,lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166],null,null,0.28119284
INF2,"inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]",null,null,0.2809705
MIER3,MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678],null,null,0.28094712
MCC,MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935],null,null,0.28087473
OGDH,oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124],null,null,0.28066236
ZMIZ1,zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493],null,null,0.28047666
GSTM1,glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632],null,null,0.28045806
MAD1L1,mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762],null,null,0.2804282
SMG7,SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792],null,null,0.28036976
NMUR1,neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518],null,null,0.28033343
NHEJ1,non-homologous end joining factor 1 [Source:HGNC Symbol;Acc:HGNC:25737],null,null,0.28030342
EPHX1,epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401],null,null,0.28029233
SPATA17,spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184],null,null,0.2800603
KCNJ12,potassium inwardly rectifying channel subfamily J member 12 [Source:HGNC Symbol;Acc:HGNC:6258],null,null,0.2799585
ARHGAP29,Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207],null,null,0.2799564
HIRIP3,HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917],null,null,0.27986935
WDHD1,WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170],null,null,0.27983406
TMX3,thioredoxin related transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:24718],null,null,0.2797348
ITM2A,integral membrane protein 2A [Source:HGNC Symbol;Acc:HGNC:6173],null,null,0.2796402
KIAA1324L,KIAA1324 like [Source:HGNC Symbol;Acc:HGNC:21945],null,null,0.27946737
CLEC9A,C-type lectin domain containing 9A [Source:HGNC Symbol;Acc:HGNC:26705],null,null,0.27941766
UBE2L3,ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488],null,null,0.27936637
ARL4C,ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698],null,null,0.27917218
FSCN1,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148],null,null,0.27916414
MMP9,matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176],null,null,0.27908006
CHST7,carbohydrate sulfotransferase 7 [Source:HGNC Symbol;Acc:HGNC:13817],null,null,0.27886614
